Study Area,Region,Area HA,Transect,Length km,Perp Dist,Cluster_Si,Observer,Detected,Observer2,Animal,Latitude,Longitude,Day,Month,Year
AL,Mimal,1717560,M12W,93,3,12,Front Left,,Holly L,Buffalo,-13.44297,133.8537,25,7,2022
AL,Mimal,1717560,M12W,93,3,12,Back Left,,Anthony,Buffalo,-13.44297,133.8552,25,7,2022
AL,Mimal,1717560,M12W,93,3,1,Back Right,,Raphael Clarke,Buffalo,-13.43985,133.7855,25,7,2022
AL,Mimal,1717560,M12W,93,5,4,Back Left,,Anthony,Buffalo,-13.43744,133.7228,25,7,2022
AL,Mimal,1717560,M12W,93,5,4,Back Left,,Anthony,Cattle,-13.43744,133.7228,25,7,2022
AL,Mimal,1717560,M12W,93,4,5,Front Left,,Holly L,Cattle,-13.43744,133.7243,25,7,2022
AL,Mimal,1717560,M12W,93,4,5,Front Left,,Holly L,Cattle,-13.43744,133.7243,25,7,2022
AL,Mimal,1717560,M12W,93,3,2,Front Left,,Holly L,Cattle,-13.43743,133.7218,25,7,2022
AL,Mimal,1717560,M12W,93,3,2,Front Left,,Holly L,Cattle,-13.43743,133.7218,25,7,2022
AL,Mimal,1717560,M12W,93,5,5,Back Left,,Anthony,Buffalo,-13.43735,133.7258,25,7,2022
AL,Mimal,1717560,M12W,93,5,5,Back Left,,Anthony,Buffalo,-13.43735,133.7258,25,7,2022
AL,Mimal,1717560,M12W,93,3,2,Back Right,,Raphael Clarke,Buffalo,-13.43728,133.7188,25,7,2022
AL,Mimal,1717560,M12W,93,3,2,Back Right,,Raphael Clarke,Buffalo,-13.43728,133.7188,25,7,2022
AL,Mimal,1717560,M14,139,2,2,Front Left,,Holly L,Buffalo,-13.35574,134.9131,25,7,2022
AL,Mimal,1717560,M14,139,1,1,Front Left,,Holly L,Cattle,-13.35568,135.0611,25,7,2022
AL,Mimal,1717560,M14,139,6,1,Back Left,,Andrew Hoskins,Buffalo,-13.35553,135.0543,25,7,2022
AL,Mimal,1717560,M14,139,6,1,Front Left,,Holly L,Cattle,-13.35553,135.0552,25,7,2022
AL,Mimal,1717560,M14,139,6,1,Back Right,,Nyan Sattler,Cattle,-13.35493,134.7996,25,7,2022
AL,Mimal,1717560,M14,139,4,30,Front Left,,Holly L,Buffalo,-13.35478,134.2373,25,7,2022
AL,Mimal,1717560,M14,139,4,23,Back Left,,Andrew Hoskins,Buffalo,-13.35478,134.2373,25,7,2022
AL,Mimal,1717560,M14,139,5,30,Back Left,,Andrew Hoskins,Buffalo,-13.3543,134.2402,25,7,2022
AL,Mimal,1717560,M14,139,4,30,Front Left,,Holly L,Cattle,-13.35421,134.2408,25,7,2022
AL,Mimal,1717560,M14,139,5,3,Front Left,,Holly L,Cattle,-13.35402,133.9091,25,7,2022
AL,Mimal,1717560,M14,139,5,3,Front Left,,Holly L,Buffalo,-13.35402,133.9091,25,7,2022
AL,Mimal,1717560,M14,139,2,1,Back Left,,Andrew Hoskins,Buffalo,-13.3538,133.8325,25,7,2022
AL,Mimal,1717560,M14,139,6,9,Back Right,,Nyan Sattler,Buffalo,-13.35369,134.2439,25,7,2022
AL,Mimal,1717560,M14,139,6,20,Back Right,,Nyan Sattler,Buffalo,-13.35365,133.8443,25,7,2022
AL,Mimal,1717560,M14,139,4,1,Back Left,,Andrew Hoskins,Buffalo,-13.35363,133.9208,25,7,2022
AL,Mimal,1717560,M14,139,3,1,Front Left,,Holly L,Buffalo,-13.35357,133.9213,25,7,2022
AL,Mimal,1717560,M14,139,6,6,Back Right,,Nyan Sattler,Buffalo,-13.35352,133.9034,25,7,2022
AL,Mimal,1717560,M14,139,6,6,Back Right,,Nyan Sattler,Buffalo,-13.35352,133.9034,25,7,2022
AL,Mimal,1717560,M14,139,2,1,Front Left,,Holly L,Buffalo,-13.35343,133.9311,25,7,2022
AL,Mimal,1717560,M14,139,4,5,Back Right,,Nyan Sattler,Buffalo,-13.35341,133.9412,25,7,2022
AL,Mimal,1717560,M14,139,4,15,Back Left,,Andrew Hoskins,Buffalo,-13.35339,134.2464,25,7,2022
AL,Mimal,1717560,M14,139,2,1,Front Left,,Holly L,Buffalo,-13.35335,133.9332,25,7,2022
AL,Mimal,1717560,M14,139,2,1,Back Left,,Andrew Hoskins,Buffalo,-13.35332,133.9337,25,7,2022
AL,Mimal,1717560,M14,139,4,4,Front Left,,Holly L,Buffalo,-13.35332,134.2473,25,7,2022
AL,Mimal,1717560,M14,139,4,3,Front Left,,Holly L,Buffalo,-13.3533,133.9015,25,7,2022
AL,Mimal,1717560,M14,139,4,3,Front Left,,Holly L,Buffalo,-13.3533,133.9015,25,7,2022
AL,Mimal,1717560,M14,139,1,6,Back Left,,Andrew Hoskins,Buffalo,-13.35327,133.8905,25,7,2022
AL,Mimal,1717560,M14,139,4,5,Back Left,,Andrew Hoskins,Buffalo,-13.35327,133.9012,25,7,2022
AL,Mimal,1717560,M14,139,4,5,Back Left,,Andrew Hoskins,Buffalo,-13.35327,133.9012,25,7,2022
AL,Mimal,1717560,M14,139,1,1,Back Right,,Nyan Sattler,Buffalo,-13.35325,133.8908,25,7,2022
AL,Mimal,1717560,M14,139,6,9,Back Right,,Nyan Sattler,Buffalo,-13.3532,134.249,25,7,2022
AL,Mimal,1717560,M14,139,2,5,Back Right,,Nyan Sattler,Buffalo,-13.35318,133.9,25,7,2022
AL,Mimal,1717560,M14,139,2,5,Back Right,,Nyan Sattler,Buffalo,-13.35318,133.9,25,7,2022
AL,Mimal,1717560,M14,139,4,1,Front Left,,Holly L,Buffalo,-13.35314,134.2507,25,7,2022
AL,Mimal,1717560,M14,139,6,5,Front Left,,Holly L,Buffalo,-13.35302,134.3257,25,7,2022
AL,Mimal,1717560,M14,139,6,1,Back Right,,Nyan Sattler,Buffalo,-13.35287,134.3234,25,7,2022
AL,Mimal,1717560,M14,139,2,15,Front Left,,Holly L,Buffalo,-13.35278,134.256,25,7,2022
AL,Mimal,1717560,M14,139,3,20,Back Left,,Andrew Hoskins,Buffalo,-13.35274,134.256,25,7,2022
AL,Mimal,1717560,M14,139,6,7,Back Right,,Nyan Sattler,Buffalo,-13.3527,134.2569,25,7,2022
AL,Mimal,1717560,M14,139,6,1,Back Right,,Nyan Sattler,Buffalo,-13.35256,134.2606,25,7,2022
AL,Mimal,1717560,M14,139,3,4,Back Right,,Nyan Sattler,Buffalo,-13.35255,133.9536,25,7,2022
AL,Mimal,1717560,M14,139,3,4,Back Right,,Nyan Sattler,Buffalo,-13.35255,133.9536,25,7,2022
AL,Mimal,1717560,M14,139,6,13,Back Left,,Andrew Hoskins,Buffalo,-13.35255,134.26,25,7,2022
AL,Mimal,1717560,M14,139,5,12,Front Left,,Holly L,Buffalo,-13.35254,134.2617,25,7,2022
AL,Mimal,1717560,M14,139,5,3,Front Left,,Holly L,Buffalo,-13.35253,134.205,25,7,2022
AL,Mimal,1717560,M14,139,1,7,Front Left,,Holly L,Buffalo,-13.35238,133.965,25,7,2022
AL,Mimal,1717560,M14,139,1,7,Front Left,,Holly L,Buffalo,-13.35238,133.965,25,7,2022
AL,Mimal,1717560,M14,139,2,1,Front Left,,Holly L,Buffalo,-13.35233,133.973,25,7,2022
AL,Mimal,1717560,M14,139,2,1,Back Left,,Andrew Hoskins,Buffalo,-13.35231,133.9734,25,7,2022
AL,Mimal,1717560,M14,139,6,25,Front Left,,Holly L,Buffalo,-13.35229,134.3029,25,7,2022
AL,Mimal,1717560,M14,139,6,35,Back Left,,Andrew Hoskins,Buffalo,-13.35228,134.3015,25,7,2022
AL,Mimal,1717560,M14,139,4,3,Back Right,,Nyan Sattler,Buffalo,-13.35226,134.2998,25,7,2022
AL,Mimal,1717560,M14,139,5,6,Front Left,,Holly L,Buffalo,-13.35225,134.0521,25,7,2022
AL,Mimal,1717560,M14,139,5,6,Front Left,,Holly L,Buffalo,-13.35225,134.0521,25,7,2022
AL,Mimal,1717560,M14,139,6,5,Back Right,,Nyan Sattler,Buffalo,-13.35224,134.2663,25,7,2022
AL,Mimal,1717560,M14,139,3,1,Back Left,,Andrew Hoskins,Buffalo,-13.35219,134.0515,25,7,2022
AL,Mimal,1717560,M14,139,3,1,Back Left,,Andrew Hoskins,Cattle,-13.35219,134.0515,25,7,2022
AL,Mimal,1717560,M14,139,4,1,Front Left,,Holly L,Cattle,-13.35216,134.0499,25,7,2022
AL,Mimal,1717560,M14,139,4,1,Front Left,,Holly L,Buffalo,-13.35216,134.0499,25,7,2022
AL,Mimal,1717560,M14,139,5,10,Front Left,,Holly L,Buffalo,-13.35208,134.0485,25,7,2022
AL,Mimal,1717560,M14,139,5,10,Front Left,,Holly L,Buffalo,-13.35208,134.0485,25,7,2022
AL,Mimal,1717560,M14,139,6,16,Back Left,,Andrew Hoskins,Buffalo,-13.35206,134.0482,25,7,2022
AL,Mimal,1717560,M14,139,6,16,Back Left,,Andrew Hoskins,Buffalo,-13.35206,134.0482,25,7,2022
AL,Mimal,1717560,M14,139,3,2,Back Right,,Nyan Sattler,Buffalo,-13.35198,133.9838,25,7,2022
AL,Mimal,1717560,M14,139,6,4,Back Right,,Nyan Sattler,Buffalo,-13.3519,134.2716,25,7,2022
AL,Mimal,1717560,M14,139,6,2,Back Right,,Nyan Sattler,Buffalo,-13.35186,134.2739,25,7,2022
AL,Mimal,1717560,M14,139,5,7,Front Left,,Holly L,Buffalo,-13.35162,133.9881,25,7,2022
AL,Mimal,1717560,M14,139,3,1,Back Right,,Nyan Sattler,Buffalo,-13.35162,133.9887,25,7,2022
AL,Mimal,1717560,M14,139,5,2,Back Left,,Andrew Hoskins,Buffalo,-13.35158,133.9897,25,7,2022
AL,Mimal,1717560,M14,139,1,2,Front Left,,Holly L,Buffalo,-13.35139,133.9913,25,7,2022
AL,Mimal,1717560,M14,139,1,3,Back Left,,Andrew Hoskins,Buffalo,-13.35139,133.992,25,7,2022
AL,Mimal,1717560,M14,139,3,1,Back Right,,Nyan Sattler,Buffalo,-13.35134,133.9922,25,7,2022
AL,Mimal,1717560,M14,139,6,7,Back Right,,Nyan Sattler,Buffalo,-13.3513,133.9936,25,7,2022
AL,Mimal,1717560,M14,139,1,1,Front Left,,Holly L,Buffalo,-13.35126,134.0048,25,7,2022
AL,Mimal,1717560,M14,139,1,6,Front Left,,Holly L,Buffalo,-13.3509,134.1785,25,7,2022
AL,Mimal,1717560,M14,139,5,6,Back Left,,Andrew Hoskins,Buffalo,-13.35068,134.1006,25,7,2022
AL,Mimal,1717560,M14,139,5,6,Back Left,,Andrew Hoskins,Buffalo,-13.35068,134.1006,25,7,2022
AL,Mimal,1717560,M14,139,5,16,Front Left,,Holly L,Buffalo,-13.35064,134.0993,25,7,2022
AL,Mimal,1717560,M14,139,5,16,Front Left,,Holly L,Buffalo,-13.35064,134.0993,25,7,2022
AL,Mimal,1717560,M14,139,2,7,Back Right,,Nyan Sattler,Buffalo,-13.35055,134.0981,25,7,2022
AL,Mimal,1717560,M14,139,2,7,Back Right,,Nyan Sattler,Buffalo,-13.35055,134.0981,25,7,2022
AL,Mimal,1717560,M14,139,1,2,Front Left,,Holly L,Buffalo,-13.35032,134.1101,25,7,2022
AL,Mimal,1717560,M14,139,1,2,Front Left,,Holly L,Buffalo,-13.35032,134.1101,25,7,2022
AL,Mimal,1717560,M14,139,1,2,Back Left,,Andrew Hoskins,Buffalo,-13.35031,134.1084,25,7,2022
AL,Mimal,1717560,M14,139,6,4,Back Right,,Nyan Sattler,Buffalo,-13.35014,134.1501,25,7,2022
AL,Mimal,1717560,M14,139,6,4,Back Right,,Nyan Sattler,Buffalo,-13.35014,134.1501,25,7,2022
AL,Mimal,1717560,M14,139,6,5,Back Right,,Nyan Sattler,Buffalo,-13.35011,134.1311,25,7,2022
AL,Mimal,1717560,M14,139,6,5,Back Right,,Nyan Sattler,Buffalo,-13.35011,134.1311,25,7,2022
AL,Mimal,1717560,M14,139,6,3,Back Right,,Nyan Sattler,Buffalo,-13.3501,134.1583,25,7,2022
AL,Mimal,1717560,M14,139,6,3,Back Right,,Nyan Sattler,Buffalo,-13.3501,134.1583,25,7,2022
AL,Mimal,1717560,M14,139,6,2,Back Right,,Nyan Sattler,Buffalo,-13.35005,134.1683,25,7,2022
AL,Mimal,1717560,M14,139,6,2,Back Right,,Nyan Sattler,Cattle,-13.35005,134.1683,25,7,2022
AL,Mimal,1717560,M06E,60,1,1,Back Left,,Andrew Hoskins,Buffalo,-13.76068,134.5608,26,7,2022
AL,Mimal,1717560,M06E,60,3,5,Back Left,,Andrew Hoskins,Donkey,-13.76068,134.5608,26,7,2022
AL,Mimal,1717560,M06E,60,1,12,Back Left,,Andrew Hoskins,Buffalo,-13.76068,134.5608,26,7,2022
AL,Mimal,1717560,M14,139,2,1,Front Left,,Holly L,Buffalo,-13.35489,134.0946,26,7,2022
AL,Mimal,1717560,M18W,100,5,3,Back Left,,Andrew Hoskins,Cattle,-13.16068,134.2072,26,7,2022
AL,Mimal,1717560,M18W,100,5,3,Front Left,,Holly L,Buffalo,-13.16065,134.2075,26,7,2022
AL,Mimal,1717560,M18W,100,6,1,Front Left,,Holly L,Buffalo,-13.16064,134.2094,26,7,2022
AL,Mimal,1717560,M18W,100,1,3,Back Left,,Andrew Hoskins,Buffalo,-13.1606,134.1455,26,7,2022
AL,Mimal,1717560,M18W,100,2,1,Front Left,,Holly L,Buffalo,-13.15782,134.8375,26,7,2022
AL,Mimal,1717560,M18W,100,4,1,Front Left,,Holly L,Buffalo,-13.15777,134.5038,26,7,2022
AL,Mimal,1717560,M20E,24,5,20,Front Left,,Holly L,Cattle,-13.05179,134.9397,26,7,2022
AL,Mimal,1717560,M20E,24,5,10,Back Left,,Andrew Hoskins,Buffalo,-13.05175,134.9405,26,7,2022
AL,Mimal,1717560,M20W,98,6,2,Back Left,,Alyson Stobo-Wilson,Buffalo,-13.0551,134.6241,26,7,2022
AL,Mimal,1717560,M20W,98,6,2,Front Left,,Holly L,Buffalo,-13.05507,134.6258,26,7,2022
AL,Mimal,1717560,M20W,98,4,1,Front Left,,Holly L,Buffalo,-13.05495,134.7159,26,7,2022
AL,Mimal,1717560,M20W,98,5,1,Back Left,,Alyson Stobo-Wilson,Donkey,-13.05494,134.7175,26,7,2022
AL,Mimal,1717560,M20W,98,5,3,Back Left,,Alyson Stobo-Wilson,Buffalo,-13.05473,134.6087,26,7,2022
AL,Mimal,1717560,M20W,98,6,1,Back Right,,Kelsey,Buffalo,-13.05454,134.6665,26,7,2022
AL,Mimal,1717560,M20W,98,4,6,Back Left,,Alyson Stobo-Wilson,Buffalo,-13.05438,134.6044,26,7,2022
AL,Mimal,1717560,M20W,98,3,12,Front Left,,Holly L,Pig,-13.05427,134.6028,26,7,2022
AL,Mimal,1717560,M20W,98,6,1,Front Left,,Holly L,Pig,-13.0541,134.6527,26,7,2022
AL,Mimal,1717560,M20W,98,4,1,Back Left,,Alyson Stobo-Wilson,Cattle,-13.05381,134.1029,26,7,2022
AL,Mimal,1717560,M20W,98,5,1,Front Left,,Holly L,Buffalo,-13.05202,133.9844,26,7,2022
AL,Mimal,1717560,M20W,98,4,5,Back Left,,Alyson Stobo-Wilson,Buffalo,-13.05179,133.9598,26,7,2022
AL,Mimal,1717560,M22E,26,2,1,Back Right,,Erin,Pig,-12.94977,134.8602,26,7,2022
AL,Mimal,1717560,M22E,26,5,10,Front Left,,Holly L,Pig,-12.94969,134.9104,26,7,2022
AL,Mimal,1717560,M22W,46,5,3,Front Left,,Holly L,Cattle,-12.94856,134.6376,26,7,2022
AL,Mimal,1717560,M22W,46,4,1,Front Left,,Holly L,Buffalo,-12.94853,134.6452,26,7,2022
AL,Mimal,1717560,M22W,46,1,1,Back Left,,Andrew Hoskins,Buffalo,-12.945,134.4551,26,7,2022
AL,Mimal,1717560,M16,134,4,1,Back Right,,Raphael,Cattle,-13.25413,135.0679,27,7,2022
AL,Mimal,1717560,M16,134,3,1,Front Left,,Holly L,Cattle,-13.25294,134.9493,27,7,2022
AL,Mimal,1717560,M16,134,2,1,Back Right,,Raphael,Buffalo,-13.25292,134.232,27,7,2022
AL,Mimal,1717560,M16,134,5,1,Back Left,,Andrew Hoskins,Buffalo,-13.25209,134.5621,27,7,2022
AL,Mimal,1717560,M16,134,5,1,Front Left,,Holly L,Cattle,-13.25202,134.5641,27,7,2022
AL,Mimal,1717560,M16,134,1,1,Front Left,,Holly L,Buffalo,-13.25181,134.6206,27,7,2022
AL,Mimal,1717560,M16,134,1,1,Front Left,,Holly L,Buffalo,-13.25176,134.6188,27,7,2022
AL,Mimal,1717560,M16,134,3,1,Back Left,,Andrew Hoskins,Buffalo,-13.25176,134.6201,27,7,2022
AL,Mimal,1717560,M16,134,2,1,Back Left,,Andrew Hoskins,Buffalo,-13.25175,134.6193,27,7,2022
AL,Mimal,1717560,M16,134,6,1,Front Left,,Holly L,Cattle,-13.2513,133.9593,27,7,2022
AL,Mimal,1717560,M16,134,6,1,Front Left,,Holly L,Buffalo,-13.2513,133.9593,27,7,2022
AL,Mimal,1717560,M16,134,1,1,Back Left,,Andrew Hoskins,Cattle,-13.25127,133.8479,27,7,2022
AL,Mimal,1717560,M16,134,6,4,Back Right,,Raphael,Cattle,-13.25093,133.9263,27,7,2022
AL,Mimal,1717560,M16,134,5,1,Back Right,,Raphael,Buffalo,-13.25086,134.0366,27,7,2022
AL,Mimal,1717560,M16,134,4,3,Back Left,,Andrew Hoskins,Buffalo,-13.2508,134.0314,27,7,2022
AL,Mimal,1717560,M16,134,2,4,Back Left,,Andrew Hoskins,Buffalo,-13.25079,133.9298,27,7,2022
AL,Mimal,1717560,M16,134,4,5,Front Left,,Holly L,Buffalo,-13.25079,134.0315,27,7,2022
AL,Mimal,1717560,M16,134,6,1,Front Left,,Holly L,Buffalo,-13.25072,134.0297,27,7,2022
AL,Mimal,1717560,M16,134,1,2,Back Left,,Andrew Hoskins,Buffalo,-13.25009,134.0979,27,7,2022
AL,Mimal,1717560,M16,134,1,2,Back Left,,Andrew Hoskins,Horse,-13.25009,134.0979,27,7,2022
AL,Mimal,1717560,M16,134,4,3,Back Right,,Raphael,Buffalo,-13.25008,134.0728,27,7,2022
AL,Mimal,1717560,M16,134,5,1,Back Left,,Andrew Hoskins,Buffalo,-13.24683,133.881,27,7,2022
AL,Mimal,1717560,M18E,24,5,1,Front Left,,Holly L,Buffalo,-13.15122,135.0615,27,7,2022
AL,Mimal,1717560,M18E,24,6,1,Back Left,,Andrew Hoskins,Buffalo,-13.15118,135.0624,27,7,2022
AL,Mimal,1717560,M18E,24,4,5,Back Right,,Raphael,Buffalo,-13.1508,134.9522,27,7,2022
AL,Mimal,1717560,M18W,100,1,2,Front Left,,Holly L,Cattle,-13.15564,134.8224,27,7,2022
